pipeline_id,run_id,timestamp,ci_tool,repository,branch,commit_hash,author,language,os,cloud_provider,build_duration_sec,test_duration_sec,deploy_duration_sec,failure_stage,failure_type,error_code,error_message,severity,cpu_usage_pct,memory_usage_mb,retry_count,is_flaky_test,rollback_triggered,incident_created,error_anchor,injected_secret
pipe_5310,run_34264,2026-02-04T00:44:16.927259,CircleCI,repo_157,release,dd45fa8d118f6b430da7a7fc8c5b319e5bf4e887,user_845,Java,windows-latest,Azure,659,380,1233,build,Build Failure,ERR_BUILD_SYNTAX,"##[group]Run mvn -B compile
[ERROR] src/main/java/billing/Charge.java:[85,32] incompatible types: String cannot be converted to int
[ERROR] BUILD FAILURE",HIGH,26.16,28071,3,False,False,False,"Charge.java:[85,32]",
pipe_3773,run_34265,2026-01-02T20:17:16.927259,Azure DevOps,repo_303,feature-x,3d7bde6ae4b190b7fbb50a528155616b65e83e35,user_449,NodeJS,ubuntu-latest,AWS,254,2371,652,test,Security Scan Failure,ERR_SEC_SECRET_FOUND,"##[group]Run npm test
license-checker: policy violation
express@5.17.8 is licensed GPL-3.0, which is not in the allowed list
Blocking merge to feature-x",MEDIUM,30.81,6441,2,False,False,False,express@5.17.8 is licensed GPL-3.0,
pipe_8515,run_34266,2025-09-21T03:57:16.927259,GitLab CI,repo_395,release,8c8745bd9548c44b1bfa6c8ae62a154d24a042e4,user_548,Python,windows-latest,On-Prem,1913,779,1578,build,Timeout,ERR_TIMEOUT_STEP,"##[group]Run pip install -r requirements.txt
Waiting for lock on C:\Users\ci-runner\AppData\Local\Temp\build/.gradle/caches ... timed out after 594s",LOW,73.82,12686,5,False,False,False,.gradle/caches,
pipe_1969,run_34267,2026-01-16T20:58:16.927259,CircleCI,repo_223,main,40f937c0874c91385f436300b7bb8a0fab9ab2a8,user_472,NodeJS,ubuntu-latest,Azure,3011,551,384,test,Test Failure,ERR_TEST_ASSERT,"##[group]Run npm test
  1) search suite
       test_user_login:

      AssertionError: expected 4200 to equal 3990
      83 passing, 1 failing",CRITICAL,27.61,30971,1,False,False,False,expected 4200 to equal 3990,
pipe_2012,run_34268,2026-01-09T19:57:16.927259,Azure DevOps,repo_304,release,8c066cf01ad41d7bcecff8cd4490c178fb9940da,user_801,Java,windows-latest,Azure,3544,547,172,deploy,Deployment Failure,ERR_DEPLOY_QUOTA,"##[group]Run mvn -B package -DskipTests
ERROR: (gcloud.run.deploy) User does not have permission to act as service account.
Credential used: NPM_TOKEN=npm_7Kj3Mn9Pq2Rs5Tv8Wx1Yz4Ab6Cd0Ef",MEDIUM,50.9,816,0,False,True,False,does not have permission to act as service account,npm_7Kj3Mn9Pq2Rs5Tv8Wx1Yz4Ab6Cd0Ef
pipe_2332,run_34269,2026-01-27T23:47:16.927259,CircleCI,repo_468,main,253773f52f40cb0e6ff4093847d624ac7590d6da,user_266,C++,macos-latest,AWS,3061,1754,483,test,Resource Exhaustion,ERR_RES_OOM,"##[group]Run ctest --output-on-failure
Killed
make: *** [Makefile:42: build] Error 137
Container exceeded its memory limit of 4096MB (OOMKilled)",CRITICAL,96.24,30507,4,False,False,True,Error 137,
pipe_9489,run_34270,2025-08-30T18:19:16.927259,Jenkins,repo_459,develop,00c2c35804c953ebe8e7a5f5f6a8f05a5c2e389a,user_399,Python,ubuntu-latest,GCP,3192,2100,1738,build,Security Scan Failure,ERR_SEC_LICENSE,"##[group]Run pip install -r requirements.txt
gitleaks: leak found in commit 00c2c35804c9
Rule: generic-api-key   File: config/billing.env
Match: GOOGLE_API_KEY=AIzaSyD3aBcDeFgHiJkLmNoPqRsTuVwXyZ12345
Pipeline blocked: rotate the credential.",CRITICAL,78.86,32087,4,False,False,True,Rule: generic-api-key,AIzaSyD3aBcDeFgHiJkLmNoPqRsTuVwXyZ12345
pipe_1628,run_34271,2025-08-23T17:46:16.927259,Azure DevOps,repo_17,develop,3b032642797b22857e3919b74d8300852935cc1b,user_424,Python,windows-latest,On-Prem,2514,203,1604,test,Dependency Error,ERR_DEP_AUTH,"##[group]Run pytest -q --maxfail=1
ERROR: Could not find a version that satisfies the requirement urllib3==1.6.1 (from -r requirements.txt (line 211))
ERROR: No matching distribution found for urllib3==1.6.1",CRITICAL,94.72,9559,2,False,False,True,urllib3==1.6.1,
pipe_2731,run_34272,2025-10-25T11:58:16.927259,GitLab CI,repo_89,release,458831eca3f5dd2b21c4d919efd595a7ed9af376,user_142,C++,windows-latest,AWS,835,1872,183,build,Timeout,ERR_TIMEOUT_DEADLINE,"##[group]Run cmake --build build -j4
Waiting for lock on C:\Users\gh-actions\AppData\Local\Temp\build/.gradle/caches ... timed out after 231s",CRITICAL,63.91,28734,2,False,False,True,.gradle/caches,
pipe_2459,run_34273,2025-11-30T18:40:16.927259,CircleCI,repo_489,develop,e7e738f842b941b293568ffff9bff8d65625438f,user_683,Go,macos-latest,AWS,1896,239,51,deploy,Configuration Error,ERR_CFG_ENV_UNSET,"##[group]Run go build ./...
/bin/bash: line 8: ./scripts/search.sh: command not found
Exited with code exit status 127",HIGH,45.96,15670,1,False,True,False,./scripts/search.sh: command not found,
pipe_7186,run_34274,2025-12-10T21:21:16.927259,Azure DevOps,repo_322,develop,c932df0fa2ef04df0b7caa6d9fcb971b120cad0b,user_894,NodeJS,macos-latest,AWS,779,708,1455,test,Test Failure,ERR_TEST_ASSERT,"##[group]Run npm test
  1) billing suite
       test_user_login:

      AssertionError: expected 4200 to equal 3990
      113 passing, 1 failing",LOW,56.07,20748,0,True,False,False,expected 4200 to equal 3990,
pipe_6899,run_34275,2025-09-20T17:44:16.927259,Azure DevOps,repo_318,release,0b3c432659c722c55f383730b5fbca67e0866c1f,user_628,Java,windows-latest,AWS,2516,443,1086,build,Dependency Error,ERR_DEP_CONFLICT,"##[group]Run mvn -B package -DskipTests
[ERROR] Failed to execute goal on project auth: Could not resolve dependencies
[ERROR] Could not find artifact spring-core:jar:5.17.5 in central (https://repo.maven.apache.org/maven2)",LOW,85.09,24920,1,False,False,False,spring-core:jar:5.17.5,
pipe_4666,run_34276,2025-12-26T03:10:16.927259,GitLab CI,repo_315,release,1938a020fe86d15e55fec50201ac1d9ac0736a70,user_206,Python,windows-latest,AWS,3217,1073,759,deploy,Deployment Failure,ERR_DEPLOY_HEALTHCHECK,"##[group]Run pip install -r requirements.txt
Error: UPGRADE FAILED: cannot patch ""search-indexer"" with kind Deployment: Operation cannot be fulfilled on deployments.apps ""search-indexer""",MEDIUM,59.68,4995,5,False,True,False,"UPGRADE FAILED: cannot patch ""search-indexer""",
pipe_5591,run_34277,2025-11-05T05:55:16.927259,GitLab CI,repo_73,feature-x,357ad5ae7ab2c55e9a15dadd498e38aa089cb9f8,user_23,Rust,ubuntu-latest,Azure,2720,1203,424,build,Dependency Error,ERR_DEP_AUTH,"##[group]Run cargo build --release
error: failed to select a version for the requirement `serde = ""^4.14.0""`
candidate versions found which didn't match: 4.14.0-alpha.1",CRITICAL,65.27,8826,1,False,False,True,"serde = ""^4.14.0""",
pipe_3808,run_34278,2025-12-08T10:12:16.927259,GitLab CI,repo_70,feature-x,d6b0c08d307d73be3ebc5ee7341fda8c8d3d3027,user_317,Java,windows-latest,On-Prem,1470,874,1075,test,Dependency Error,ERR_DEP_AUTH,"##[group]Run mvn -B test
[ERROR] Failed to execute goal on project cart: Could not resolve dependencies
[ERROR] Could not find artifact spring-core:jar:1.17.3 in central (https://repo.maven.apache.org/maven2)",LOW,17.42,28119,2,False,False,False,spring-core:jar:1.17.3,
pipe_7391,run_34279,2026-01-03T04:02:16.927259,Azure DevOps,repo_290,develop,9a56729be4ec3956bfc57f563be2977cca0ffd5d,user_645,Python,ubuntu-latest,On-Prem,2381,2157,459,deploy,Network Error,ERR_NET_REFUSED,"##[group]Run pip install -r requirements.txt
curl: (6) Could not resolve host: artifactory.internal.corp
fatal: unable to access 'https://artifactory.internal.corp/auth.git': Could not resolve host",LOW,61.28,26274,2,False,True,False,Could not resolve host: artifactory.internal.corp,
pipe_3013,run_34280,2025-12-22T14:51:16.927259,CircleCI,repo_343,feature-x,c585c88551ed017a5c9e6d37ffd99dc9601f017f,user_532,Go,macos-latest,On-Prem,483,2399,644,build,Build Failure,ERR_BUILD_SYNTAX,"##[group]Run go build ./...
./billing/main.go:20:6: undefined: ComputeTotal
./billing/main.go:44:2: imported and not used: ""fmt""
exit status 2",HIGH,91.98,17100,1,False,False,False,main.go:20:6: undefined: ComputeTotal,
pipe_9691,run_34281,2025-12-23T01:18:16.927259,Jenkins,repo_187,main,60aae0e3c69aefdccc0b3a4b94de6812198e4c3a,user_471,Go,ubuntu-latest,GCP,2193,2275,1548,test,Test Failure,ERR_TEST_FLAKY,"##[group]Run go test ./... -race
--- FAIL: TestCartHandler (5.11s)
    handler_test.go:146: expected status 200, got 503
FAIL	github.com/org/cart	exit status 1",MEDIUM,24.4,21500,3,False,False,False,handler_test.go:146,
pipe_8399,run_34282,2025-08-17T20:35:16.927259,Jenkins,repo_483,develop,55efe650ab20bd34df4854447a2e6266bf5307ca,user_780,NodeJS,ubuntu-latest,On-Prem,337,647,1463,test,Test Failure,ERR_TEST_ASSERT,"##[group]Run npm test
  1) billing suite
       test_refund_flow:

      AssertionError: expected 4200 to equal 3990
      17 passing, 1 failing",HIGH,13.3,22906,1,False,False,True,expected 4200 to equal 3990,
pipe_1446,run_34283,2025-10-02T04:24:16.927259,GitHub Actions,repo_50,feature-x,69e44268bbde939e0714f37a3b4aba11bbc3f819,user_447,Python,ubuntu-latest,AWS,3582,628,116,deploy,Deployment Failure,ERR_DEPLOY_ROLLOUT,"##[group]Run pip install -r requirements.txt
error: deployment ""search-indexer"" exceeded its progress deadline
Waiting for rollout to finish: 1 of 7 updated replicas are available...",MEDIUM,33.52,11603,0,False,False,False,"deployment ""search-indexer"" exceeded its progress deadline",
pipe_1969,run_34284,2025-08-22T19:26:16.927259,GitHub Actions,repo_341,feature-x,988424df54e0fe286b94250744e601df1cb536bb,user_112,C++,ubuntu-latest,AWS,2241,522,726,test,Security Scan Failure,ERR_SEC_LICENSE,"##[group]Run ctest --output-on-failure
trivy fs: found 12 vulnerabilities (3 critical)
CVE-2024-37890 affects spdlog < 6.22.7
Severity: critical. Pipeline blocked by policy.",HIGH,90.1,11342,2,False,False,True,CVE-2024-37890,
pipe_2689,run_34285,2026-01-02T00:51:16.927259,GitLab CI,repo_287,develop,788df57c9713826fa1f8a36215b62326330f5209,user_348,Python,windows-latest,GCP,2866,111,1395,build,Build Failure,ERR_BUILD_SYNTAX,"##[group]Run mypy src/ --strict
src/search/handler.py:58:12: error: Argument 1 to ""charge"" has incompatible type ""str""; expected ""int""  [arg-type]
Found 1 error in 1 file",CRITICAL,15.94,20729,1,False,False,False,src/search/handler.py:58:12,
pipe_4757,run_34286,2025-12-15T13:10:16.927259,CircleCI,repo_318,main,9cc129a402fdbe323c177a5dac02ae4fed1c58dd,user_794,Java,ubuntu-latest,Azure,2092,2338,590,deploy,Timeout,ERR_TIMEOUT_STEP,"##[group]Run mvn -B package -DskipTests
context deadline exceeded (Client.Timeout exceeded while awaiting headers)
GET https://api-gateway.prod.internal/v2/status: dial tcp: i/o timeout",HIGH,44.8,23696,3,False,False,True,context deadline exceeded,
pipe_5539,run_34287,2025-09-23T15:07:16.927259,GitHub Actions,repo_47,release,41114f74c56dc9f3dd682d852065567e160a3e54,user_190,C++,ubuntu-latest,On-Prem,3436,1107,1441,build,Build Failure,ERR_BUILD_LINK,"##[group]Run cmake --build build -j4
src/search.cpp:154:19: error: no matching function for call to 'compute(std::string)'
compilation terminated.
make: *** [Makefile:42: build] Error 1",CRITICAL,89.07,22442,5,False,False,True,search.cpp:154:19,
pipe_9449,run_34288,2025-11-17T17:16:16.927259,GitHub Actions,repo_286,feature-x,44098598466aef748bec9f11cf040e88dfb5187e,user_810,NodeJS,windows-latest,On-Prem,1290,309,469,deploy,Deployment Failure,ERR_DEPLOY_HEALTHCHECK,"##[group]Run npm ci && npm run build
Readiness probe failed: HTTP probe failed with statuscode: 503
pod billing-worker-48578 restarting, back-off pulling image",MEDIUM,48.15,17090,1,False,True,False,Readiness probe failed,
pipe_5832,run_34289,2026-01-02T11:03:16.927259,GitLab CI,repo_260,main,e02ac914d7fa6528c132951700737b402773c726,user_375,Java,macos-latest,On-Prem,2117,43,1293,build,Security Scan Failure,ERR_SEC_CVE,"##[group]Run mvn -B package -DskipTests
gitleaks: leak found in commit e02ac914d7fa
Rule: generic-api-key   File: config/search.env
Match: GITHUB_TOKEN=ghp_9fJk2LmQ8xZa4Rb7Tc1Vd6We3Yf0Xg5Hi
Pipeline blocked: rotate the credential.",CRITICAL,19.19,16934,5,False,False,False,Rule: generic-api-key,ghp_9fJk2LmQ8xZa4Rb7Tc1Vd6We3Yf0Xg5Hi
pipe_4387,run_34290,2025-11-10T13:48:16.927259,GitHub Actions,repo_271,release,a8a3ae4eb63eb184b576678f2153c10039d76c41,user_680,NodeJS,ubuntu-latest,Azure,2257,1134,193,test,Test Failure,ERR_TEST_FLAKY,"##[group]Run npm test
  1) billing suite
       test_cache_hit:

      AssertionError: expected 4200 to equal 3990
      18 passing, 1 failing",HIGH,52.24,16895,5,False,False,True,expected 4200 to equal 3990,
pipe_4010,run_34291,2026-01-12T21:21:16.927259,CircleCI,repo_253,main,cf457c926bccaed1d0ce1295f3b3b312d92e74a5,user_725,C++,windows-latest,GCP,1363,1166,9,build,Build Failure,ERR_BUILD_COMPILE,"##[group]Run cmake --build build -j4
src/payments.cpp:33:19: error: no matching function for call to 'compute(std::string)'
compilation terminated.
make: *** [Makefile:42: build] Error 1",CRITICAL,54.21,11133,0,False,False,True,payments.cpp:33:19,
pipe_6756,run_34292,2025-10-07T23:12:16.927259,Jenkins,repo_69,main,9e28d831e95fc6ca391092771a910daa96033409,user_265,Go,macos-latest,GCP,168,1605,1424,test,Resource Exhaustion,ERR_RES_CPU,"##[group]Run go test ./... -race
Killed
make: *** [Makefile:42: build] Error 137
Container exceeded its memory limit of 8192MB (OOMKilled)",HIGH,95.04,30123,2,False,False,True,Error 137,
pipe_4722,run_34293,2025-10-16T14:56:16.927259,CircleCI,repo_368,release,f0aa443905c99416ba3d0e92a03d926096a038ee,user_936,Python,windows-latest,AWS,3217,1105,1468,test,Test Failure,ERR_TEST_ASSERT,"##[group]Run pytest -q --maxfail=1
FAILED tests/test_search.py::test_user_login - AssertionError: assert 404 == 200
E       assert response.status_code == 200
E        +  where 404 = <Response [404]>.status_code
1 failed, 399 passed in 51s",HIGH,16.76,30978,0,False,False,True,tests/test_search.py::test_user_login,
pipe_6611,run_34294,2025-11-17T18:41:16.927259,CircleCI,repo_190,main,53acd735dfd5ac23796cd26688f9e88bd11b1d14,user_825,Go,macos-latest,GCP,2725,1587,576,test,Resource Exhaustion,ERR_RES_DISK,"##[group]Run go test ./... -race
Killed
make: *** [Makefile:42: build] Error 137
Container exceeded its memory limit of 4096MB (OOMKilled)",MEDIUM,99.69,30408,1,False,False,False,Error 137,
pipe_1165,run_34295,2026-02-07T06:49:16.927259,GitHub Actions,repo_64,develop,7bc333bc8ed11c7752509d1418f450a9209d824e,user_420,Python,ubuntu-latest,On-Prem,2835,2048,1244,test,Network Error,ERR_NET_REFUSED,"##[group]Run pytest -q --maxfail=1
Error: connect ECONNREFUSED auth.service.internal:9000
    at TCPConnectWrap.afterConnect [as oncomplete]",LOW,77.12,1647,2,False,False,False,ECONNREFUSED auth.service.internal:9000,
pipe_8852,run_34296,2025-12-15T06:11:16.927259,GitLab CI,repo_494,develop,3b730e4e4de3255d1a34b9fe9cd4e99968573b0f,user_832,Go,ubuntu-latest,On-Prem,1361,2031,637,build,Build Failure,ERR_BUILD_LINK,"##[group]Run go build ./...
./billing/main.go:238:6: undefined: ComputeTotal
./billing/main.go:10:2: imported and not used: ""fmt""
exit status 2",MEDIUM,66.67,3756,3,False,False,False,main.go:238:6: undefined: ComputeTotal,
pipe_7485,run_34297,2025-10-29T11:01:16.927259,Azure DevOps,repo_283,main,6cd94457a93bc6390859c95d33b955d57dcc6483,user_190,NodeJS,macos-latest,GCP,1678,876,48,build,Dependency Error,ERR_DEP_NOT_FOUND,"##[group]Run npm ci && npm run build
npm ERR! code E404
npm ERR! 404 Not Found - GET https://registry.npmjs.org/express - Not found
npm ERR! 404 'express@2.0.9' is not in this registry.",HIGH,17.28,21546,0,False,False,True,registry.npmjs.org/express,
pipe_2896,run_34298,2025-12-24T11:13:16.927259,Jenkins,repo_116,feature-x,dce35855f7315c4cee6291cbf4fc39c2afc2fa84,user_756,Rust,ubuntu-latest,AWS,1147,106,592,build,Resource Exhaustion,ERR_RES_CPU,"##[group]Run cargo build --release
No space left on device
failed to write /home/ci-runner/work/payments/target: disk usage 99% of 100GB",CRITICAL,94.81,30603,0,False,False,True,No space left on device,
pipe_8188,run_34299,2025-10-15T04:07:16.927259,GitLab CI,repo_152,release,c8c5c5ebc65d315d34c62850c4c03b50ec25528d,user_323,Python,ubuntu-latest,GCP,3155,198,454,build,Security Scan Failure,ERR_SEC_LICENSE,"##[group]Run pip install -r requirements.txt
gitleaks: leak found in commit c8c5c5ebc65d
Rule: generic-api-key   File: config/billing.env
Match: STRIPE_API_KEY=sk_live_51H8xKlMnOpQrStUvWxYz
Pipeline blocked: rotate the credential.",MEDIUM,23.7,26149,3,False,False,False,Rule: generic-api-key,sk_live_51H8xKlMnOpQrStUvWxYz
pipe_9980,run_34300,2025-11-01T17:17:16.927259,Jenkins,repo_242,main,602ee3b1787e553da2d5c7cbd89acf3263478e9f,user_166,Go,ubuntu-latest,On-Prem,892,285,43,test,Dependency Error,ERR_DEP_NOT_FOUND,"##[group]Run go test ./... -race
go: github.com/gorilla/mux@v5.23.5: reading https://proxy.golang.org/github.com/gorilla/mux/@v/v5.23.5.mod: 404 Not Found
go: error loading module requirements",CRITICAL,10.88,28291,1,False,False,False,github.com/gorilla/mux@v5.23.5,
pipe_3025,run_34301,2025-10-25T00:17:16.927259,Azure DevOps,repo_441,develop,950feb915b109c13aa579988a486e03aafff8764,user_806,NodeJS,ubuntu-latest,Azure,1290,828,491,test,Timeout,ERR_TIMEOUT_DEADLINE,"##[group]Run npm test
context deadline exceeded (Client.Timeout exceeded while awaiting headers)
GET https://api-gateway.prod.internal/v2/status: dial tcp: i/o timeout",MEDIUM,94.05,4781,5,False,False,False,context deadline exceeded,
pipe_4464,run_34302,2026-01-30T21:16:16.927259,Azure DevOps,repo_460,main,59d9491c08f0a6fe4454e92ccd976048ab461977,user_706,C++,windows-latest,Azure,947,71,1605,test,Resource Exhaustion,ERR_RES_CPU,"##[group]Run ctest --output-on-failure
Killed
make: *** [Makefile:42: build] Error 137
Container exceeded its memory limit of 2048MB (OOMKilled)",CRITICAL,93.69,31008,1,False,False,True,Error 137,
pipe_5077,run_34303,2025-08-17T08:50:16.927259,GitHub Actions,repo_378,feature-x,2096fa2f5c977451ee5a648b38996b49eb11eb96,user_826,Go,macos-latest,AWS,1099,1825,1257,build,Resource Exhaustion,ERR_RES_OOM,"##[group]Run go build ./...
Killed
make: *** [Makefile:42: build] Error 137
Container exceeded its memory limit of 2048MB (OOMKilled)",LOW,98.14,30592,2,False,False,False,Error 137,
pipe_6480,run_34304,2025-11-23T15:03:16.927259,CircleCI,repo_209,main,01af90862456af4d0f3ea93eb01b6589813eb7de,user_308,NodeJS,macos-latest,On-Prem,2166,1236,1101,deploy,Timeout,ERR_TIMEOUT_LOCK,"##[group]Run npm ci && npm run build
ERROR: The operation was canceled.
##[error]The job running on runner macos-latest exceeded the maximum execution time of 30 minutes.",HIGH,86.5,15755,5,False,False,True,exceeded the maximum execution time,
pipe_2258,run_34305,2025-12-28T01:47:16.927259,GitHub Actions,repo_430,main,4829dc4b519ba5243e73b6ce7974cf37341e490e,user_110,Python,ubuntu-latest,AWS,444,714,1244,build,Security Scan Failure,ERR_SEC_LICENSE,"##[group]Run pip install -r requirements.txt
trivy image user-service:latest (debian 12)
CRITICAL: CVE-2023-45857 in libssl3 3.0.11 - fixed in 3.0.14
exit code 1 due to --exit-code on CRITICAL",CRITICAL,48.65,10628,1,False,False,True,CVE-2023-45857,
pipe_9917,run_34306,2025-11-01T11:38:16.927259,CircleCI,repo_151,develop,83b0e965c3715ebdba4bb8718a0a4d46b23a7ec4,user_974,Python,ubuntu-latest,Azure,638,831,473,test,Test Failure,ERR_TEST_ASSERT,"##[group]Run pytest -q --maxfail=1
FAILED tests/test_payments.py::test_checkout_total - AssertionError: assert 404 == 200
E       assert response.status_code == 200
E        +  where 404 = <Response [404]>.status_code
1 failed, 281 passed in 88s",HIGH,53.73,31132,2,False,False,False,tests/test_payments.py::test_checkout_total,
pipe_9502,run_34307,2025-09-03T19:40:16.927259,GitHub Actions,repo_492,feature-x,c1dabc021ab29f329d4e2e0b31c1f17d10ddaca5,user_275,Python,macos-latest,Azure,2194,15,534,test,Configuration Error,ERR_CFG_MISSING_KEY,"##[group]Run pytest -q --maxfail=1
Error: required variable DATABASE_URL was not set for this job.
Inherited value was DATABASE_URL=postgres://svc_billing:9fJk2LmQ8xZa4Rb7@db-primary.prod.internal:5432/billing but the job scope could not read it.",HIGH,86.46,23689,3,False,False,True,DATABASE_URL was not set,postgres://svc_billing:9fJk2LmQ8xZa4Rb7@db-primary.prod.internal:5432/billing
pipe_5516,run_34308,2025-09-24T23:25:16.927259,GitLab CI,repo_177,feature-x,d3ab175e4e7c177246ba3815fd74dd0efd362f65,user_277,Rust,ubuntu-latest,Azure,1388,309,1679,build,Build Failure,ERR_BUILD_COMPILE,"##[group]Run cargo build --release
error[E0308]: mismatched types
  --> src/auth.rs:61:23
   |     expected `u64`, found `String`
error: could not compile `auth` due to 1 previous error",LOW,52.55,27803,3,False,False,False,src/auth.rs:61:23,
pipe_1787,run_34309,2025-12-15T15:36:16.927259,GitLab CI,repo_367,develop,e617eb26d88e8c0339d754e9c6448b75252e425a,user_15,Java,windows-latest,GCP,2956,1225,1730,build,Permission Error,ERR_PERM_READONLY,"##[group]Run mvn -B package -DskipTests
docker: Got permission denied while trying to connect to the Docker daemon socket at unix:///var/run/docker.sock",MEDIUM,82.38,11073,3,False,False,False,docker.sock,
pipe_1264,run_34310,2025-09-13T10:10:16.927259,Jenkins,repo_152,develop,defd2342404ad8ccd237d652492a5b03cd570e91,user_758,Java,ubuntu-latest,AWS,2923,2237,627,deploy,Permission Error,ERR_PERM_TOKEN_SCOPE,"##[group]Run mvn -B package -DskipTests
Error: EPERM: operation not permitted, mkdir '/home/jenkins/work/billing/dist'
The runner user lacks write access to that directory.",MEDIUM,79.74,29108,1,False,True,False,EPERM: operation not permitted,
pipe_4599,run_34311,2026-01-18T19:29:16.927259,GitHub Actions,repo_307,develop,de5d9b398452d58e6a71991df177410dd62f74b0,user_451,Java,macos-latest,On-Prem,2877,781,175,build,Resource Exhaustion,ERR_RES_OOM,"##[group]Run mvn -B package -DskipTests
java.lang.OutOfMemoryError: Java heap space
	at auth.Aggregator.collect(Aggregator.java:39)
Terminating due to java.lang.OutOfMemoryError",CRITICAL,97.75,30554,0,False,False,True,java.lang.OutOfMemoryError,
pipe_8830,run_34312,2025-12-02T16:43:16.927259,GitLab CI,repo_348,feature-x,c98c2f3d40177675a0995503a8bf2430a8766120,user_116,C++,macos-latest,On-Prem,1161,440,335,build,Build Failure,ERR_BUILD_SYNTAX,"##[group]Run cmake --build build -j4
src/search.cpp:198:19: error: no matching function for call to 'compute(std::string)'
compilation terminated.
make: *** [Makefile:42: build] Error 1",MEDIUM,24.71,5291,0,False,False,False,search.cpp:198:19,
pipe_8122,run_34313,2025-10-09T11:36:16.927259,GitHub Actions,repo_24,feature-x,2e716a1d4e76c6178dad810a2becb45e082cbc22,user_711,NodeJS,windows-latest,AWS,1518,1951,38,deploy,Permission Error,ERR_PERM_TOKEN_SCOPE,"##[group]Run npm ci && npm run build
EACCES: permission denied, open '/home/buildbot/.npm/_cacache/index-v5/axios'
npm ERR! Your cache folder contains root-owned files",LOW,18.86,30260,3,False,True,False,.npm/_cacache,
pipe_4329,run_34314,2025-10-25T20:51:16.927259,Azure DevOps,repo_414,feature-x,ad2f70b7e4c15b211a1fce6b1e969f8e6e558d8d,user_440,Go,ubuntu-latest,Azure,58,1017,715,deploy,Deployment Failure,ERR_DEPLOY_HEALTHCHECK,"##[group]Run go build ./...
error: deployment ""checkout-api"" exceeded its progress deadline
Waiting for rollout to finish: 2 of 6 updated replicas are available...",LOW,84.92,1717,3,False,True,False,"deployment ""checkout-api"" exceeded its progress deadline",
pipe_3737,run_34315,2025-12-12T08:36:16.927259,Jenkins,repo_132,main,cffbd605743ad1f35a60b83e1da8bb88e1495223,user_387,NodeJS,windows-latest,AWS,1159,1617,216,build,Network Error,ERR_NET_TLS,"##[group]Run npm ci && npm run build
Error: connect ECONNREFUSED 127.0.0.1:5432
Hint: verify the target host. DOCKER_REGISTRY_PASSWORD=dckr_pat_Xy7Zw2Vu9Ts4Rq1Po6Nm3Lk",CRITICAL,44.25,8101,4,False,False,True,ECONNREFUSED 127.0.0.1:5432,dckr_pat_Xy7Zw2Vu9Ts4Rq1Po6Nm3Lk
pipe_9569,run_34316,2026-01-04T00:58:16.927259,GitLab CI,repo_158,release,5c86a665445b04367bbb3d48e29971a7cc1c3822,user_741,Java,ubuntu-latest,GCP,105,429,1598,build,Build Failure,ERR_BUILD_COMPILE,"##[group]Run mvn -B compile
[ERROR] src/main/java/auth/Charge.java:[217,32] incompatible types: String cannot be converted to int
[ERROR] BUILD FAILURE",MEDIUM,93.86,10679,3,False,False,False,"Charge.java:[217,32]",
pipe_9140,run_34317,2025-10-17T16:38:16.927259,GitLab CI,repo_28,develop,4396c46b6bb27b8e13b3bcc893053198cad1e22c,user_466,Rust,ubuntu-latest,On-Prem,286,2040,663,build,Build Failure,ERR_BUILD_SYNTAX,"##[group]Run cargo build --release
error[E0308]: mismatched types
  --> src/auth.rs:73:23
   |     expected `u64`, found `String`
error: could not compile `auth` due to 1 previous error",LOW,42.09,2744,4,False,False,False,src/auth.rs:73:23,
pipe_2719,run_34318,2025-12-19T23:09:16.927259,GitHub Actions,repo_243,feature-x,27c49ed7a58c7b07670ecd52c9872de9dd017872,user_411,Python,windows-latest,AWS,1305,186,397,build,Dependency Error,ERR_DEP_AUTH,"##[group]Run pip install -r requirements.txt
ERROR: Could not find a version that satisfies the requirement pydantic==3.2.5 (from -r requirements.txt (line 166))
ERROR: No matching distribution found for pydantic==3.2.5",HIGH,41.02,31683,3,False,False,True,pydantic==3.2.5,
pipe_4269,run_34319,2025-09-13T18:38:16.927259,GitLab CI,repo_177,release,f4afc4de4f8fbdb6cc5535bfd2ba6b3ee689e52a,user_978,Java,windows-latest,GCP,2394,1578,950,build,Resource Exhaustion,ERR_RES_OOM,"##[group]Run mvn -B package -DskipTests
java.lang.OutOfMemoryError: Java heap space
	at search.Aggregator.collect(Aggregator.java:230)
Terminating due to java.lang.OutOfMemoryError",CRITICAL,92.04,30226,0,False,False,True,java.lang.OutOfMemoryError,
pipe_6366,run_34320,2026-01-08T00:15:16.927259,GitHub Actions,repo_135,release,d5eb7c23441f7b79b58d6a624cdb61411a6254a4,user_406,C++,macos-latest,Azure,3094,328,735,build,Timeout,ERR_TIMEOUT_LOCK,"##[group]Run cmake --build build -j4
ERROR: The operation was canceled.
##[error]The job running on runner macos-latest exceeded the maximum execution time of 120 minutes.",LOW,54.41,4483,3,False,False,False,exceeded the maximum execution time,
